form	count	lemma	gloss
νυμφίου	5	νυμφίος	a bridegroom
ἐπάρας	5	ἐπαίρω	I raise, lift up
ἰδίους	5	ἴδιος	one's own, private, personal
μένουσαν	5	μένω	I remain, abide
περιβλεψάμενος	5	περιβλέπομαι	I look around on, survey
ἑαυτῆς	5	ἑαυτοῦ	himself, herself, itself
εὐχαριστίας	5	εὐχαριστία	thankfulness, gratitude
Λευί	5	Λευί	Levi
ἐφάνη	5	φαίνω	I shine, appear, seem
κοιλίαν	5	κοιλία	belly, womb, the inner man
πιστόν	5	πιστός	trustworthy, faithful, believing
παιδίσκη	5	παιδίσκη	a female slave, maidservant, maid.
ἁγιασμῷ	5	ἁγιασμός	sanctification, holiness
θερίζων	5	θερίζω	I reap, gather
εὖ	5	εὖ	well, well done
γεωργοί	5	γεωργός	a worker of the soil, husbandman, vine-dresser
λιμός	5	λιμός	a famine, hunger
στέφανος	5	στέφανος	a crown, garland
δωρεάν	5	δωρεά	a free gift
σῷ	5	σός	yours, thy, thine
ὑπάγειν	5	ὑπάγω	I go away, depart
παιδός	5	παῖς	a boy or girl child
χαῖρε	5	χαίρω	I rejoice, am glad
ῥάβδῳ	5	ῥάβδος	a rod, staff
ἵππος	5	ἵππος	a horse
ἀδικίᾳ	5	ἀδικία	unrighteousness
ἑβδομήκοντα	5	ἑβδομήκοντα	seventy
ποταμόν	5	ποταμός	a river, torrent
ὁμοιώματι	5	ὁμοίωμα	a likeness, form, similitude
ἦλθαν	5	ἔρχομαι	I come, go
μαχαίρῃ	5	μάχαιρα	a sword
ἐπίστασθε	5	ἐπίσταμαι	I know, understand
ἑορτῆς	5	ἑορτή	a festival, feast
προσέταξε(ν)	5	προστάσσω	I instruct, command, appoint
συνεργοί	5	συνεργός	a fellow worker
κατηγορεῖν	5	κατηγορέω	I accuse, charge, prosecute
ᾠκοδόμησε(ν)	5	οἰκοδομέω	I build, build up, edify
ποιοῦντα	5	ποιέω	I do, make
ἠγάπησας	5	ἀγαπάω	I love
Ἰουδαίου	5	Ἰουδαῖος	Jewish
ἐκείνους	5	ἐκεῖνος	that, that one there, yonder
σίτου	5	σῖτος	wheat, grain
μεγάλῳ	5	μέγας	large, great
Τύρου	5	Τύρος	Tyre
Φιλίππῳ	5	Φίλιππος	Philip
Ἰωάννῃ	5	Ἰωάννης	John
λευκοῖς	5	λευκός	white, bright
Κηφᾶς	5	Κηφᾶς	Cephas
μέλεσι(ν)	5	μέλος	a limb, member
εὑρεῖν	5	εὑρίσκω	I find
ὑστέρημα	5	ὑστέρημα	that which is lacking, poverty
ποιῇς	5	ποιέω	I do, make
δέσμιον	5	δέσμιος	one bound, a prisoner
σταθήσεται	5	ἵστημι	I cause to stand, stand
ἐρεῖτε	5	λέγω	I say, speak
δή	5	δή	so, then, indeed, truly
ἄρτου	5	ἄρτος	bread, a loaf, food
δυνάμενος	5	δύναμαι	I am powerful, am able
ὅτου	5	ὅστις	whosoever, whichsoever, whatsoever
κρινεῖ	5	κρίνω	I judge, decide, think good
τοιοῦτος	5	τοιοῦτος	of such a kind, such
ἀκοῆς	5	ἀκοή	hearing, faculty of hearing, ear
πένθος	5	πένθος	mourning, sorrow
ἔχοντος	5	ἔχω	I have, hold, possess
πόσους	5	πόσος	how much, how great, how many
σελήνη	5	σελήνη	the moon
εὐδόκησα	5	εὐδοκέω	I am resolved, well-pleased
ἠγάπησα	5	ἀγαπάω	I love
πασῶν	5	πᾶς	all, the whole, every kind of
τοιούτους	5	τοιοῦτος	of such a kind, such
ἴσχυσε(ν)	5	ἰσχύω	I am strong, able
γάμος	5	γάμος	a marriage, wedding, wedding-feast
πεῖν	5	πίνω	I drink, imbibe
εὕρῃ	5	εὑρίσκω	I find
ἐπορεύοντο	5	πορεύομαι	I travel, journey, go
παρεκάλεσα	5	παρακαλέω	I summon, entreat, admonish, comfort
γένει	5	γένος	offspring, family, race, kind
Ἀσίαν	5	Ἀσία	roughly the western third of Asia Minor
περισσεύειν	5	περισσεύω	I exceed, am left over
ἔπαθε(ν)	5	πάσχω	I am acted upon, suffer
ἑστῶτες	5	ἵστημι	I cause to stand, stand
βλέπω	5	βλέπω	I look, see
ἔσχον	5	ἔχω	I have, hold, possess
πληρωθῶσι(ν)	5	πληρόω	I fill, fulfill, complete
ἔρημος	5	ἔρημος	deserted, desolate, a desert
χοίρους	5	χοῖρος	swine
μοιχᾶται	5	μοιχάομαι	I commit adultery
Ναζωραῖος	5	Ναζωραῖος	Nazarene
κλητοῖς	5	κλητός	called, summoned
ἐξαπέστειλαν	5	ἐξαποστέλλω	I send forth
ἀστέρες	5	ἀστήρ	a star
πηλόν	5	πηλός	clay, mud
ἐργάζεται	5	ἐργάζομαι	I word, trade, do
ἐμβάς	5	ἐμβαίνω	I embark
εἴδετε	5	ὁράω	I see, look upon, experience
ἀπιστίᾳ	5	ἀπιστία	unbelief, unfaithfulness, distrust
ἀέρα	5	ἀήρ	air
ἀδελφήν	5	ἀδελφή	a sister
ἁλιεῖς	5	ἁλιεύς	a fisherman
ἀκαθάρτῳ	5	ἀκάθαρτος	unclean, impure
πλειόνων	5	πολύς	much, many, often
προσηύχετο	5	προσεύχομαι	I pray, pray for
ξύλον	5	ξύλον	a staff, cross, anything made of wood
ἀνεκτότερον	5	ἀνεκτός	endurable, tolerable
λογίζομαι	5	λογίζομαι	I reckon, count, decide
ζηλοῦτε	5	ζηλόω	I am jealous, eager for
ἴδωμεν	5	ὁράω	I see, look upon, experience
ἔφυγε(ν)	5	φεύγω	I flee, escape, shun
βλέπομεν	5	βλέπω	I look, see
πιστεύειν	5	πιστεύω	I believe, have faith in
καταβάτω	5	καταβαίνω	I go down, come down
ἐτέλεσε(ν)	5	τελέω	I end, accomplish, pay
ἐπιούσῃ	5	ἔπειμι	the next day
πατρίδι	5	πατρίς	fatherland
ἀφθαρσίαν	5	ἀφθαρσία	indestructibility, incorruptibility, immortality
ὁδός	5	ὁδός	a way, road, journey
πληγῶν	5	πληγή	a blow, stripe, wound
ἐδέξαντο	5	δέχομαι	I take, receive, accept, welcome
παρρησίας	5	παρρησία	freedom, confidence
φάγητε	5	ἐσθίω	I eat
κατέβησαν	5	καταβαίνω	I go down, come down
ποίῳ	5	ποῖος	of what sort
ἀποκαλύψει	5	ἀποκάλυψις	an unveiling, uncovering, revealing
δοκόν	5	δοκός	a beam
φωνήσας	5	φωνέω	I crow, shout, summon
ἐπιλαβόμενοι	5	ἐπιλαμβάνομαι	I seize, take hold of
λύπη	5	λύπη	pain, grief
ἁμαρτωλούς	5	ἁμαρτωλός	sinning, sinful, a sinner
ἀρχῇ	5	ἀρχή	ruler, beginning
ἐγερθῆναι	5	ἐγείρω	I wake, arouse, raise up
χρείας	5	χρεία	need, necessity, business
κράζει	5	κράζω	I cry aloud, shriek
γεγέννηται	5	γεννάω	I beget, bring forth, give birth to
συγγενεῖς	5	συγγενής	akin, a relative
συκῆ	5	συκῆ	a fig-tree
δυνήσεται	5	δύναμαι	I am powerful, am able
τέλους	5	τέλος	an end, purpose, tax
ἀπέχεσθαι	5	ἀπέχω	I have in full, am far, it is enough
καιρούς	5	καιρός	fitting season, opportunity, time
ἀγῶνα	5	ἀγών	a contest
κυρίοις	5	κύριος	lord, Lord, master, sir
κληρονόμοι	5	κληρονόμος	an heir, inheritor
ἄρας	5	αἴρω	I raise, lift up
λαμβάνοντες	5	λαμβάνω	I receive, take
ἐννέα	5	ἐννέα	nine
διῆλθον	5	διέρχομαι	I pass through, spread a report
ἐλευθερίαν	5	ἐλευθερία	freedom, liberty
μεριμνᾶτε	5	μεριμνάω	I am anxious, distracted
ἡγεμόνος	5	ἡγεμών	a governor
διδούς	5	δίδωμι	I offer, give
ἀπαγγείλατε	5	ἀπαγγέλλω	I report, bring a report, announce
δικαιώματα	5	δικαίωμα	a thing pronounced to be just
εὐδόκησε(ν)	5	εὐδοκέω	I am resolved, well-pleased
θησαυρόν	5	θησαυρός	a treasure, store
ποιήσουσι(ν)	5	ποιέω	I do, make
νοήματα	5	νόημα	a thought, design, the mind
πεπλήρωται	5	πληρόω	I fill, fulfill, complete
ἀκοῇ	5	ἀκοή	hearing, faculty of hearing, ear
κατοικοῦσι(ν)	5	κατοικέω	I dwell in, settle in, inhabit
καπνοῦ	5	καπνός	smoke
ἐξέβαλε(ν)	5	ἐκβάλλω	I throw, cast, put out, banish, bring forth, produce
ὕδατα	5	ὕδωρ	water
γίνου	5	γίνομαι	I come into being, am born
οἰκοδεσπότης	5	οἰκοδεσπότης	a head of a household
ῥήματι	5	ῥῆμα	a thing spoken
προσέπεσε(ν)	5	προσπίπτω	I fall down before, beat against
ἐξαίφνης	5	ἐξαίφνης	suddenly, unexpectedly
ἐπέθηκε(ν)	5	ἐπιτίθημι	I put, place upon, lay on
ἱεροῦ	5	ἱερόν	a temple
ἀκούσητε	5	ἀκούω	I hear, listen
παρελεύσονται	5	παρέρχομαι	I pass by
ἀκριβῶς	5	ἀκριβῶς	carefully, exactly, strictly
ἐμαυτῷ	5	ἐμαυτοῦ	of myself
Σολομῶνος	5	Σολομών	Solomon
κόπον	5	κόπος	trouble, toil, labor
παῖδα	5	παῖς	a boy or girl child
αἵ	5	ὅς	who, which, what, that
στρατιωτῶν	5	στρατιώτης	a soldier
ἐπλήσθη	5	πίμπλημι	I fill, am fulfilled
προσευξάμενοι	5	προσεύχομαι	I pray, pray for
μνᾶς	5	μνᾶ	a mina
νεφέλης	5	νεφέλη	a cloud
ἀναστροφῆς	5	ἀναστροφή	behavior, manner of life
διδάσκαλον	5	διδάσκαλος	a teacher
διηκόνουν	5	διακονέω	I wait at table, serve
γνώσεσθε	5	γινώσκω	I come to know, learn, realize
ἀπίστοις	5	ἄπιστος	unbelieving, incredulous, unchristian, unbeliever
μενέτω	5	μένω	I remain, abide
ἐφανέρωσε(ν)	5	φανερόω	I make clear, visible, or manifest
ζώντων	5	ζάω	I live
καιροῖς	5	καιρός	fitting season, opportunity, time
ᾠδήν	5	ᾠδή	an ode, song
τρώγων	5	τρώγω	I eat
χεῖρον	5	χείρων	worse
φάγωμεν	5	ἐσθίω	I eat
ἄρσεν	5	ἄρσην	male
πλατείας	5	πλατεῖα	a street
ἑωράκαμεν	5	ὁράω	I see, look upon, experience
αἰτήσητε	5	αἰτέω	I ask, request, beg, petition
προσκαρτεροῦντες	5	προσκαρτερέω	I persist
ὑπάγεις	5	ὑπάγω	I go away, depart
Ἕλληνας	5	Ἕλλην	a Hellene, a Greek
κατέστησε(ν)	5	καθίστημι	I set, establish, appoint, conduct
ἀρχόντων	5	ἄρχων	a ruler, prince, leader
χρυσίῳ	5	χρυσίον	a golden ornament
κερδήσω	5	κερδαίνω	I gain, win, avoid loss
ἐπέστησαν	5	ἐφίστημι	I stand by, am urgent, befall one, impend
ἠγάπα	5	ἀγαπάω	I love
ἔκραζε(ν)	5	κράζω	I cry aloud, shriek
μένειν	5	μένω	I remain, abide
μετανόησον	5	μετανοέω	I repent, change my mind
καίπερ	5	καίπερ	although
γενεαί	5	γενεά	a generation
ἀπεσταλμένοι	5	ἀποστέλλω	I send forth, send, send away, dismiss
ὅρα	5	ὁράω	I see, look upon, experience
προσευχόμενος	5	προσεύχομαι	I pray, pray for
κλῆρον	5	κλῆρος	a lot, portion
Ἀσίᾳ	5	Ἀσία	roughly the western third of Asia Minor
ἀδόκιμοι	5	ἀδόκιμος	failing to pass the test
κρίνατε	5	κρίνω	I judge, decide, think good
ἀναστροφήν	5	ἀναστροφή	behavior, manner of life
ὑπακούετε	5	ὑπακούω	I listen, obey
προφάσει	5	πρόφασις	a pretext, an excuse
ἐμνήσθησαν	5	μιμνῄσκομαι	I remember, recall
πρεσβυτέροις	5	πρεσβύτερος	elder
περιτομῇ	5	περιτομή	circumcision
ἐπιγνούς	5	ἐπιγινώσκω	I come to know, discern, recognize
λήμψεσθε	5	λαμβάνω	I receive, take
ἀσθενείᾳ	5	ἀσθένεια	want of strength, weakness, illness
ἐχάρησαν	5	χαίρω	I rejoice, am glad
πραΰτητος	5	πραΰτης	mildness, gentleness
δῶμεν	5	δίδωμι	I offer, give
ἄρῃ	5	αἴρω	I raise, lift up
ἴσθι	5	εἰμί	I am, exist
φιάλας	5	φιάλη	a shallow and flat bowl
ἀνάπαυσιν	5	ἀνάπαυσις	rest, cessation from labor, refreshment
περιπατοῦντες	5	περιπατέω	I walk, conduct my life
Βηθσαϊδά	5	Βηθσαϊδά	Bethsaida
Βαβυλῶνος	5	Βαβυλών	Babylon
ἐθαύμασε(ν)	5	θαυμάζω	I wonder, admire
ἐπιθυμίαν	5	ἐπιθυμία	desire, eagerness for, inordinate desire, lust
λαλούντων	5	λαλέω	I speak, say
θεωροῦντες	5	θεωρέω	I behold, look at, experience
κωφόν	5	κωφός	dumb, deaf
τίθημι	5	τίθημι	I put, place
ἐπιταγήν	5	ἐπιταγή	instruction, command, order, authority
οὐρανούς	5	οὐρανός	the sky, the heaven
Σαδδουκαῖοι	5	Σαδδουκαῖος	a Sadducee
οὐθέν	5	οὐδείς	no one, none, nothing
ἐμέρισε(ν)	5	μερίζω	I divide, part, share
ἐσταυρώθη	5	σταυρόω	I crucify
ἤκουσας	5	ἀκούω	I hear, listen
ἐκλογήν	5	ἐκλογή	a choosing out, selecting, choice by God
εὐνοῦχος	5	εὐνοῦχος	a eunuch, keeper of the bed-chamber
χρόνῳ	5	χρόνος	time, a particular time, season
ἐπιλαβόμενος	5	ἐπιλαμβάνομαι	I seize, take hold of
ἐροῦσι(ν)	5	λέγω	I say, speak
ἐπηγγείλατο	5	ἐπαγγέλλομαι	I promise, profess
ἐκεῖναι	5	ἐκεῖνος	that, that one there, yonder
παραλυτικῷ	5	παραλυτικός	afflicted with paralysis
τόπους	5	τόπος	a place
βοῶντος	4	βοάω	I shout, call aloud
φύραμα	4	φύραμα	a mass or lump
μέλλουσαν	4	μέλλω	I am about to
παρελθεῖν	4	παρέρχομαι	I pass by
Κύπρον	4	Κύπρος	Cyprus
κρίνειν	4	κρίνω	I judge, decide, think good
ἀροῦσι(ν)	4	αἴρω	I raise, lift up
καθαροί	4	καθαρός	clean, pure, unstained
προσκόμματος	4	πρόσκομμα	a stumbling-block
Ἰόππῃ	4	Ἰόππη	Joppa
πράσσειν	4	πράσσω	I do, fare, require
εὐπρόσδεκτος	4	εὐπρόσδεκτος	well-received, acceptable
ἀμφότερα	4	ἀμφότεροι	both of two
ἀναβαίνων	4	ἀναβαίνω	I go up, mount, ascend
σπόρον	4	σπόρος	seed for sowing
ἥκει	4	ἥκω	I have come, am present
Ναζαρέτ	4	Ναζαρέτ	Nazareth
ἐκεῖνο	4	ἐκεῖνος	that, that one there, yonder
δεδεμένος	4	δέω	I bind
πέτρας	4	πέτρα	rock
περίλυπος	4	περίλυπος	very sorrowful
καινούς	4	καινός	fresh, new
δαιμονίου	4	δαιμόνιον	an evil-spirit, demon
ἀνήχθημεν	4	ἀνάγω	I lead up, put to sea, set sail
ὑποδήματα	4	ὑπόδημα	a sandal
λεγομένοις	4	λέγω	I say, speak
εἰσέλθῃς	4	εἰσέρχομαι	I go in, come in, enter
κράξας	4	κράζω	I cry aloud, shriek
νεώτερος	4	νέος	young, new, fresh
μετώπων	4	μέτωπον	the forehead
ἐπορεύθησαν	4	πορεύομαι	I travel, journey, go
εὐχαριστίαν	4	εὐχαριστία	thankfulness, gratitude
ζωῇ	4	ζωή	life
ἀποστείλαντα	4	ἀποστέλλω	I send forth, send, send away, dismiss
ἡλικίαν	4	ἡλικία	age, stature
ὑποστρέφειν	4	ὑποστρέφω	I turn back, return
μάθετε	4	μανθάνω	I learn, ascertain
σόν	4	σός	yours, thy, thine
τείχους	4	τεῖχος	a wall
ἀχθῆναι	4	ἄγω	I lead
νεφελῶν	4	νεφέλη	a cloud
ἀπώλεια	4	ἀπώλεια	destruction, ruin, loss
μυστήρια	4	μυστήριον	anything hidden, a mystery
πολλή	4	πολύς	much, many, often
ἐτελεύτησε(ν)	4	τελευτάω	I end, finish, die
οὐδέπω	4	οὐδέπω	not yet, never before
προείρηκα	4	προλέγω	I forewarn
πλείονες	4	πολύς	much, many, often
ποιήσομεν	4	ποιέω	I do, make
εἴρηκα	4	λέγω	I say, speak
ποτηρίου	4	ποτήριον	a drinking cup
αἰώνιος	4	αἰώνιος	eternal, unending
κείμενον	4	κεῖμαι	I lie, recline, am laid
ὡμολόγησε(ν)	4	ὁμολογέω	I confess, profess, acknowledge, praise
